StateName,InstituteType,Institute,Quota,Branch,Category,TotalSeats,SeatGender
Maharashtra,All India except Central University,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli (903358)",All India,MBBS (MBBS),OP NO,8,Both
Maharashtra,All India except Central University,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli (903358)",All India,MBBS (MBBS),SC NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli (903358)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON (200440)",All India,MBBS (MBBS),BC NO,5,Both
Maharashtra,All India except Central University,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON (200440)",All India,MBBS (MBBS),BC PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON (200440)",All India,MBBS (MBBS),EW NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON (200440)",All India,MBBS (MBBS),OP NO,10,Both
Maharashtra,All India except Central University,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON (200440)",All India,MBBS (MBBS),SC NO,3,Both
Maharashtra,All India except Central University,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON (200440)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas (903364)",All India,MBBS (MBBS),BC NO,5,Both
Maharashtra,All India except Central University,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas (903364)",All India,MBBS (MBBS),EW NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas (903364)",All India,MBBS (MBBS),OP NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas (903364)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas (903364)",All India,MBBS (MBBS),SC NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas (903364)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),BC NO,6,Both
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),EW NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),OP NO,9,Both
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),SC NO,3,Both
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),SC PH,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat (200211)",All India,MBBS (MBBS),ST PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),BC NO,7,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),BC PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),EW NO,3,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),OP NO,12,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),SC NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli (200212)",All India,MBBS (MBBS),ST NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur (200217)",All India,MBBS (MBBS),BC NO,10,Both
Maharashtra,All India except Central University,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur (200217)",All India,MBBS (MBBS),EW NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur (200217)",All India,MBBS (MBBS),OP NO,14,Both
Maharashtra,All India except Central University,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur (200217)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur (200217)",All India,MBBS (MBBS),SC NO,6,Both
Maharashtra,All India except Central University,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur (200217)",All India,MBBS (MBBS),ST NO,3,Both
Maharashtra,All India except Central University,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR (200535)",All India,MBBS (MBBS),BC NO,4,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR (200535)",All India,MBBS (MBBS),EW NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR (200535)",All India,MBBS (MBBS),OP NO,7,Both
Maharashtra,All India except Central University,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR (200535)",All India,MBBS (MBBS),SC NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR (200535)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad (200638)",All India,MBBS (MBBS),BC NO,3,Both
Maharashtra,All India except Central University,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad (200638)",All India,MBBS (MBBS),BC PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad (200638)",All India,MBBS (MBBS),EW NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad (200638)",All India,MBBS (MBBS),OP NO,6,Both
Maharashtra,All India except Central University,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad (200638)",All India,MBBS (MBBS),SC NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad (200638)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401 (200679)",All India,MBBS (MBBS),BC NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401 (200679)",All India,MBBS (MBBS),EW NO,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401 (200679)",All India,MBBS (MBBS),OP NO,5,Both
Maharashtra,All India except Central University,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401 (200679)",All India,MBBS (MBBS),SC NO,3,Both
Maharashtra,All India except Central University,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401 (200679)",All India,MBBS (MBBS),ST NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),BC NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),EW NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),EW PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),OP NO,5,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),SC NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),SC PH,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA (200576)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg (200587)",All India,MBBS (MBBS),BC NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg (200587)",All India,MBBS (MBBS),EW NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg (200587)",All India,MBBS (MBBS),OP NO,7,Both
Maharashtra,All India except Central University,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg (200587)",All India,MBBS (MBBS),SC NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg (200587)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road (903361)",All India,MBBS (MBBS),BC NO,4,Both
Maharashtra,All India except Central University,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road (903361)",All India,MBBS (MBBS),EW NO,2,Both
Maharashtra,All India except Central University,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road (903361)",All India,MBBS (MBBS),OP NO,6,Both
Maharashtra,All India except Central University,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road (903361)",All India,MBBS (MBBS),SC NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road (903361)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),BC NO,3,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),BC PH,1,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),EW NO,1,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),OP NO,5,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),SC NO,3,Both
Maharashtra,All India except Central University,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R (902836)",All India,MBBS (MBBS),ST NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD, Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba (200213)",All India,BDS (BDS),BC NO,3,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD, Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba (200213)",All India,BDS (BDS),EW NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD, Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba (200213)",All India,BDS (BDS),OP NO,3,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD, Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba (200213)",All India,BDS (BDS),SC NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD, Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba (200213)",All India,BDS (BDS),ST NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI, St Georges Hospital Compound P D Mellow road Fort Mumbai (200214)",All India,BDS (BDS),BC NO,5,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI, St Georges Hospital Compound P D Mellow road Fort Mumbai (200214)",All India,BDS (BDS),EW NO,2,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI, St Georges Hospital Compound P D Mellow road Fort Mumbai (200214)",All India,BDS (BDS),OP NO,8,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI, St Georges Hospital Compound P D Mellow road Fort Mumbai (200214)",All India,BDS (BDS),SC NO,3,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI, St Georges Hospital Compound P D Mellow road Fort Mumbai (200214)",All India,BDS (BDS),ST NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR, Government Dental College And Hospital GMC Campus Nagpur (200215)",All India,BDS (BDS),BC NO,2,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR, Government Dental College And Hospital GMC Campus Nagpur (200215)",All India,BDS (BDS),EW NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR, Government Dental College And Hospital GMC Campus Nagpur (200215)",All India,BDS (BDS),OP NO,3,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR, Government Dental College And Hospital GMC Campus Nagpur (200215)",All India,BDS (BDS),OP PH,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR, Government Dental College And Hospital GMC Campus Nagpur (200215)",All India,BDS (BDS),SC NO,1,Both
Maharashtra,All India except Central University,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR, Government Dental College And Hospital GMC Campus Nagpur (200215)",All India,BDS (BDS),ST NO,1,Both
Maharashtra,All India except Central University,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai (200219)",All India,MBBS (MBBS),BC NO,11,Both
Maharashtra,All India except Central University,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai (200219)",All India,MBBS (MBBS),EW NO,4,Both
Maharashtra,All India except Central University,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai (200219)",All India,MBBS (MBBS),OP NO,15,Both
Maharashtra,All India except Central University,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai (200219)",All India,MBBS (MBBS),SC NO,5,Both
Maharashtra,All India except Central University,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai (200219)",All India,MBBS (MBBS),ST NO,3,Both
Maharashtra,All India except Central University,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI (200206)",All India,MBBS (MBBS),BC NO,8,Both
Maharashtra,All India except Central University,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI (200206)",All India,MBBS (MBBS),EW NO,3,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI (200206)",All India,MBBS (MBBS),OP NO,11,Both
Maharashtra,All India except Central University,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI (200206)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI (200206)",All India,MBBS (MBBS),SC NO,5,Both
Maharashtra,All India except Central University,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI (200206)",All India,MBBS (MBBS),ST NO,2,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),BC NO,7,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),BC PH,1,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),EW NO,3,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),OP NO,12,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),SC NO,3,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),SC PH,1,Both
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),ST NO,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR (200220)",All India,MBBS (MBBS),ST PH,1,Both
Maharashtra,Deemed University,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India (200364)",Non-Resident Indian,MBBS (MBBS),OP NO,38,Both
Maharashtra,Deemed University,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India (200364)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,212,Both
Maharashtra,Deemed University,"Krishna Institute of Medical Sciences, Karad, KARAD, DIST. SATARA (MAHARASHTRA STATE). (200365)",Non-Resident Indian,MBBS (MBBS),OP NO,38,Both
Maharashtra,Deemed University,"Krishna Institute of Medical Sciences, Karad, KARAD, DIST. SATARA (MAHARASHTRA STATE). (200365)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,212,Both
Maharashtra,All India except Central University,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai (200221)",All India,MBBS (MBBS),BC NO,8,Both
Maharashtra,All India except Central University,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai (200221)",All India,MBBS (MBBS),EW NO,3,Both
Maharashtra,All India except Central University,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai (200221)",All India,MBBS (MBBS),OP NO,11,Both
Maharashtra,All India except Central University,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai (200221)",All India,MBBS (MBBS),SC NO,5,Both
Maharashtra,All India except Central University,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai (200221)",All India,MBBS (MBBS),ST NO,3,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),BC NO,11,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),BC PH,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),EW NO,4,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),EW PH,1,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),OP NO,18,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),OP PH,1,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),SC NO,7,Both
Maharashtra,All India except Central University,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102 (200366)",All India,MBBS (MBBS),ST NO,3,Both
Maharashtra,Deemed University,"Mahatma Gandhi Mission Medical College, Vashi, Sector 30, Vashi, Navi Mumbai (200654)",Non-Resident Indian,MBBS (MBBS),OP NO,15,Both
Maharashtra,Deemed University,"Mahatma Gandhi Mission Medical College, Vashi, Sector 30, Vashi, Navi Mumbai (200654)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,85,Both
Maharashtra,Deemed University,"Mahatma Gandhi Missions Medical College, Aurangabad, N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad (200367)",Non-Resident Indian,MBBS (MBBS),OP NO,37,Both
Maharashtra,Deemed University,"Mahatma Gandhi Missions Medical College, Aurangabad, N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad (200367)",Self-Financed Merit Seat,MBBS (MBBS),OP NO,213,Both
Maharashtra,Deemed University,"Mahatma Gandhi Missions Medical College, Navi Mumbai, MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209 (200368)",Non-Resident Indian,MBBS (MBBS),OP NO,37,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
